Fonte:CovidSus
Autor:Datasus
DataGerado:07/07/2020



regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;01/06/2020;23;26037;15;3;0;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;02/06/2020;23;26037;15;0;0;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;03/06/2020;23;26037;21;6;0;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;04/06/2020;23;26037;21;0;0;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;05/06/2020;23;26037;23;2;0;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;06/06/2020;23;26037;23;0;0;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;07/06/2020;24;26037;26;3;0;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;08/06/2020;24;26037;28;2;0;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;09/06/2020;24;26037;28;0;1;1;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;10/06/2020;24;26037;29;1;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;11/06/2020;24;26037;34;5;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;12/06/2020;24;26037;34;0;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;13/06/2020;24;26037;34;0;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;14/06/2020;25;26037;34;0;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;15/06/2020;25;26037;34;0;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;16/06/2020;25;26037;41;7;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;17/06/2020;25;26037;44;3;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;18/06/2020;25;26037;43;-1;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;19/06/2020;25;26037;45;2;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;20/06/2020;25;26037;50;5;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;21/06/2020;26;26037;51;1;1;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;22/06/2020;26;26037;51;0;2;1;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;23/06/2020;26;26037;52;1;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;24/06/2020;26;26037;52;0;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;25/06/2020;26;26037;66;14;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;26/06/2020;26;26037;66;0;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;27/06/2020;26;26037;69;3;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;28/06/2020;27;26037;69;0;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;29/06/2020;27;26037;70;1;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;30/06/2020;27;26037;70;0;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;01/07/2020;27;26037;81;11;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;02/07/2020;27;26037;81;0;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;03/07/2020;27;26037;91;10;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;04/07/2020;27;26037;92;1;2;0;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;05/07/2020;28;26037;92;0;3;1;;;0
Centro-Oeste;MT;Vila Rica;51;510860;51003;ARAGUAIA XINGU;06/07/2020;28;26037;93;1;3;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;27/03/2020;13;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;28/03/2020;13;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;29/03/2020;14;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;30/03/2020;14;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;31/03/2020;14;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;01/04/2020;14;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;02/04/2020;14;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;03/04/2020;14;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;04/04/2020;14;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;05/04/2020;15;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;06/04/2020;15;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;07/04/2020;15;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;08/04/2020;15;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;09/04/2020;15;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;10/04/2020;15;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;11/04/2020;15;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;12/04/2020;16;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;13/04/2020;16;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;14/04/2020;16;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;15/04/2020;16;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;16/04/2020;16;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;17/04/2020;16;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;18/04/2020;16;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;19/04/2020;17;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;20/04/2020;17;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;21/04/2020;17;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;22/04/2020;17;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;23/04/2020;17;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;24/04/2020;17;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;25/04/2020;17;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;26/04/2020;18;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;27/04/2020;18;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;28/04/2020;18;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;29/04/2020;18;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;30/04/2020;18;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;01/05/2020;18;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;02/05/2020;18;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;03/05/2020;19;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;04/05/2020;19;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;05/05/2020;19;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;06/05/2020;19;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;07/05/2020;19;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;08/05/2020;19;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;09/05/2020;19;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;10/05/2020;20;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;11/05/2020;20;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;12/05/2020;20;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;13/05/2020;20;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;14/05/2020;20;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;15/05/2020;20;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;16/05/2020;20;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;17/05/2020;21;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;18/05/2020;21;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;19/05/2020;21;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;20/05/2020;21;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;21/05/2020;21;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;22/05/2020;21;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;23/05/2020;21;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;24/05/2020;22;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;25/05/2020;22;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;26/05/2020;22;4519;0;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;27/05/2020;22;4519;3;3;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;28/05/2020;22;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;29/05/2020;22;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;30/05/2020;22;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;31/05/2020;23;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;01/06/2020;23;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;02/06/2020;23;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;03/06/2020;23;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;04/06/2020;23;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;05/06/2020;23;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;06/06/2020;23;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;07/06/2020;24;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;08/06/2020;24;4519;3;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;09/06/2020;24;4519;4;1;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;10/06/2020;24;4519;4;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;11/06/2020;24;4519;4;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;12/06/2020;24;4519;4;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;13/06/2020;24;4519;4;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;14/06/2020;25;4519;4;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;15/06/2020;25;4519;4;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;16/06/2020;25;4519;4;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;17/06/2020;25;4519;4;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;18/06/2020;25;4519;4;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;19/06/2020;25;4519;5;1;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;20/06/2020;25;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;21/06/2020;26;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;22/06/2020;26;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;23/06/2020;26;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;24/06/2020;26;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;25/06/2020;26;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;26/06/2020;26;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;27/06/2020;26;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;28/06/2020;27;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;29/06/2020;27;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;30/06/2020;27;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;01/07/2020;27;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;02/07/2020;27;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;03/07/2020;27;4519;5;0;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;04/07/2020;27;4519;6;1;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;05/07/2020;28;4519;7;1;0;0;;;0
Centro-Oeste;MT;Nova Guarita;51;510880;51010;NORTE MATOGROSSENSE;06/07/2020;28;4519;6;-1;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;27/03/2020;13;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;28/03/2020;13;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;29/03/2020;14;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;30/03/2020;14;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;31/03/2020;14;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;01/04/2020;14;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;02/04/2020;14;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;03/04/2020;14;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;04/04/2020;14;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;05/04/2020;15;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;06/04/2020;15;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;07/04/2020;15;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;08/04/2020;15;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;09/04/2020;15;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;10/04/2020;15;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;11/04/2020;15;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;12/04/2020;16;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;13/04/2020;16;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;14/04/2020;16;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;15/04/2020;16;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;16/04/2020;16;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;17/04/2020;16;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;18/04/2020;16;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;19/04/2020;17;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;20/04/2020;17;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;21/04/2020;17;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;22/04/2020;17;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;23/04/2020;17;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;24/04/2020;17;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;25/04/2020;17;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;26/04/2020;18;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;27/04/2020;18;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;28/04/2020;18;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;29/04/2020;18;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;30/04/2020;18;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;01/05/2020;18;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;02/05/2020;18;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;03/05/2020;19;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;04/05/2020;19;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;05/05/2020;19;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;06/05/2020;19;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;07/05/2020;19;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;08/05/2020;19;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;09/05/2020;19;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;10/05/2020;20;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;11/05/2020;20;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;12/05/2020;20;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;13/05/2020;20;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;14/05/2020;20;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;15/05/2020;20;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;16/05/2020;20;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;17/05/2020;21;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;18/05/2020;21;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;19/05/2020;21;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;20/05/2020;21;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;21/05/2020;21;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;22/05/2020;21;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;23/05/2020;21;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;24/05/2020;22;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;25/05/2020;22;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;26/05/2020;22;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;27/05/2020;22;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;28/05/2020;22;3278;0;0;0;0;;;0
Centro-Oeste;MT;Nova Marilândia;51;510885;51007;MEDIO NORTE MATOGROSSENSE;29/05/2020;22;3278;0;0;0;0;;;0
